Label,Product_Url,Content,header
Not a Computer,https://chicago.craigslist.org/nwc/sys/d/peotone-Computer-leather-satchels-and/7691651221.html,"Leather satchel for computer and Kenneth Cole backpack leather. Both in very good condition. All zippers and buckles functional no tears , holes, or ripped seams. Brown valise leather $20, Kenneth Cole black Backpack leather $50. Or best offer Dennis    show contact info   ", Computer leather satchels and backpack  -  $20  (Peotone)  
Computer,https://chicago.craigslist.org/nwc/sys/d/chicago-asus-e210-mini-laptop-Computer/7693225551.html,ASUS E210 MINI LAPTOP COMPUTER FOR CHRISTMAS    64GIG HD - 4 GIG RAM - 2 USB - 1 HTML    WINDOWS 11    $ 2 7 5    BILL (773) 523 - 98 23    AFTER 2PM  , ASUS E210 MINI LAPTOP COMPUTER FOR CHRISTMAS  -  $275  (64GIG HD - 4 GIG RAM - WINDOWS 11 - 1 MINI USB - I HTML)  
Computer,https://chicago.craigslist.org/nwc/sys/d/evanston-dell-vostro-desktop-i5-8gb-ram/7693232685.html,"Dell Vostro Desktop i5 / 8Gb ram / Wifi / nVidia Geforce 8400GS/ SSD      128 GB SSD HDD    DVD    Windows 10 Pro    Call   show contact info     NO SHIPPING, NO CASHIER CHECKS OR PAYPAL  LOCAL PICKUP ONLY  ", Dell Vostro Desktop i5 / 8Gb ram / Wifi / nVidia Geforce 8400GS/ SSD  -  $120  (Evanston)  
Computer,https://chicago.craigslist.org/nwc/sys/d/evanston-hp-pro-business-desktop-ssd/7693232566.html,"HP Pro Business Desktop SSD Drive Windows 10 Pro    Intel i5     8GB RAM    DVD +- RW    128GB HDD SSD        Call   show contact info     NO SHIPPING, NO CASHIER CHECKS OR PAYPAL  LOCAL PICKUP ONLY  ", HP Pro Business Desktop SSD Drive Windows 10 Pro  -  $100  (Evanston)  
Not a Computer,https://chicago.craigslist.org/nwc/sys/d/naperville-compact-flash-card-reader/7685114925.html,New and sealed Digital Concepts compact flash card reader and writer.  Has a little cutout on the package where UPC was at but otherwise new and sealed.  Asking $5.00.  , Compact Flash Card Reader and Writer New and Sealed  -  $5  (Naperville)  
Computer,https://chicago.craigslist.org/nwc/sys/d/skokie-hp-pro-6005/7693230632.html,HP Pro 6005    Amd Atlon X2 3Ghz  4GB Ram  1TB  Windows 10 Pro     show contact info     No Shipping / no CC / no Paypal  , HP Pro 6005  -  $60  (Skokie)  
Computer,https://chicago.craigslist.org/nwc/sys/d/evanston-custom-business-equus-nobilis/7693230517.html,"Custom Business EQUUS NOBILIS  Desktop I5-4460  @3.2GHZ    EQUUS NOBILIS WORKSTATION I5-4460 @3.2GHZ 8GB RAM    1TB HDD    DVD    Windows 10 Pro    Call   show contact info     NO SHIPPING, NO CASHIER CHECKS OR PAYPAL  LOCAL PICKUP ONLY  ", Custom Business EQUUS NOBILIS  Desktop I5-4460  @3.2GHZ  -  $120  (Evanston)  
Computer,https://chicago.craigslist.org/nwc/sys/d/evanston-hp-all-in-one-23-touch-screen/7693230401.html,"HP All in One 23"" Touch Screen SSD W10 Pro/Office    HP EliteOne 800 G1    Intel 4th Generation Core i5, Processors    8GB RAM    240 GB SSD Drive    23"" inch Touch Screen    Wireless Keyboard and Mouse       show contact info     No Shipping / no CC / no Paypal  "," HP All in One 23"" Touch Screen SSD W10 Pro/Office  -  $200  (Evanston)  "
Computer,https://chicago.craigslist.org/nwc/sys/d/skokie-desktop-dell-optiplex-9020-i5/7693230287.html,Desktop Dell OptiPlex 9020 i5/8GB ram/New 256GB SSD/ W10 Pro     CPU Intel Core i5 (4rd Gen)  / 3.2 GHz  Max Turbo Speed 3.6 GHz  Number of Cores Quad-Core    8GB Ram    256 Gb NEW SSD    Windows 10 Pro    No Shipping/CC/Paypal    Call   show contact info   , Desktop Dell OptiPlex 9020 i5/8GB ram/New 256GB SSD/ W10 Pro  -  $160  (Skokie IL)  
Computer,https://chicago.craigslist.org/nwc/sys/d/skokie-lenovo-thinkcentre-e73/7693230162.html,"Lenovo ThinkCentre E73       NO SHIPPING, NO CASHIER CHECKS OR PAYPAL  LOCAL PICKUP ONLY    Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz (4 virtual). 500GB, Intel Core i5 4th Gen., 3.3GHz, 8GB     Intel HD Graphics 4600 graphics processor.      Windows 10 pro      Call   show contact info     NO SHIPPING, NO CASHIER CHECKS OR PAYPAL  LOCAL PICKUP ONLY  ", Lenovo ThinkCentre E73  -  $140  (Skokie)  
Computer,https://chicago.craigslist.org/nwc/sys/d/morris-hp-envy-x360-convertible-laptop/7693226006.html,HP Envy x360 Convertible Laptop  Windows 11    Comes with charger and wireless mouse    Specs    512 GB SSD    AMD Ryzen 5 5625U processor with Radeon Graphics    16 GB of RAM    Pen and Touch Support      Local Pickup Only,
Computer,https://chicago.craigslist.org/nwc/sys/d/elmhurst-macbook-pro-ghz-core-i9-16gb/7693213987.html,"Hi  I am selling Apple Macbook Pro, 16”, 2019. I factory reset it, so it's like new, and all accounts and data is removed. It is fully functional. You can come and test it out, no issues. It’s in Excellent Condition . This is perfect for Photo editing, Video Editing, Audio recording, graphic designing as well for students, work, and business.  Specs:   MacOs Ventura 13.2  2.4 GHz 8-Core Intel Core i9 processor    16 GB RAM DDR4   1 TB Storage   Intel UHD 630 1536MB Graphics  AMD Radeon Pro 5500M 4GB VRAM  3072 x 1920 Resolution   Bluetooth// WiFi// FaceTime// iMessages   Four USB-C ports// 3.5mm headphone port  If you have any questions you can contact me. Thank you    ",  MacBook Pro 16” 2019 2.4Ghz 8-core i9 16GB RAM 1TB 4GB V-RAM Fully F  -  $850  (Elmhurst)  
Computer,https://chicago.craigslist.org/nwc/sys/d/elmhurst-macbook-pro-ghz-core-i9-32gb/7693212568.html,"Hi,   I am selling Apple Macbook Pro 15”, 2019. I factory reset it, so it's like new and all accounts and data is removed. It is fully functional. It is in excellent condition. It is perfect for students, work, Photo editing, Video editing, Graphic Designing, Audio recording. You can come and test it out no issues.  Specs:   MacOS Ventura 13.6  2.4 GHz 8-Core Intel core i9 Processor   32 GB RAM DDR4   500 GB Storage   Intel UHD Graphics 630 1536 MB  Radeon Pro 560X 4GB VRAM  2880 x 1800 Resolution   WiFi// iMessages// FaceTime   Four USB C Ports/ 3.5mm Headphone port. If you have any questions. Please contact me. Thank you.    ",  MacBook Pro 15” 2019 2.4Ghz 8-core i9 32GB RAM 500GB 4GB V-RAM Fully  -  $750  (Elmhurst)  
Not a Computer,https://chicago.craigslist.org/nwc/sys/d/new-berlin-nice-printer-scanner-fax/7686836301.html,"We have a Printer-Scanner-Fax machine looking for a good home.    It runs good, and is in good condition and only used a few times with no problems.    Feel free to contact us if interested or have questions.    "," !Nice! Printer, Scanner, Fax  -  $35  (New Berlin)  "
Computer,https://chicago.craigslist.org/nwc/sys/d/schaumburg-6th-gen-i5-dell-laptop-win/7684999135.html,7th Gen i5 Dell Laptop It is still in good condition and has been well kept. Ready to use    Model: Latitude 7460    -Wifi  -HDMI  -Webcam  -Microsoft Office 2021 Pro  -Windows 11 Pro  -Antivirus  -Runs very Fast  -Has been cleaned and updated  8GB Ram  256 GB SSD (Solid Sate Drive)  7th Gen intel i5-7300U Processor   Charger Included  Good battery Included  $160 cash firm!!  , 6th Gen i5 Dell Laptop (Win 10 Pro &amp; Office)  -  $160  (Schaumburg)  
Computer,https://chicago.craigslist.org/nwc/sys/d/streamwood-i5-dell-latitude-e5570/7687523491.html,"Dell Laptop. Works very good and is very fast. Cleaned, updated and ready to use.    Model: Latitude E5570  15.6 ” Screen    -HDMI  -CD/DVD  -Webcam  -Wifi  -Microsoft Office 2019 Pro  -Windows 10 Pro  -Runs Fast  -Has been cleaned, updated and factory reset.  256GB SSD (Solid State) - Fast   8GB RAM  Intel Core i5 -6200u Processor (Fast)  Good Battery/Charger Included  $160 cash    ", i5 Dell Latitude E5570 Laptop (8GB/256GB)  -  $160  (Schaumburg)  
Computer,https://chicago.craigslist.org/nwc/sys/d/schaumburg-i7-dell-precision-5720-aio/7688549009.html,"Introducing the Dell Precision 5720, the all-in-one computer that features a powerful Intel Core i7 7th Gen processor with a speed of 3.60 GHz and 32 GB of RAM. With a 27-inch screen size and NVME storage type, this unit comes with built-in features like a camera, speakers, and Wi-Fi adapter, making it the perfect choice for any desktop needs.      Running on Windows 10 Pro with a hard drive capacity of 256 GB, this Dell Precision series computer is a great addition to your office or home setup. With its touchscreen capabilities, it provides an intuitive experience for users of all levels. Get your hands on this unit now and experience powerful computing like never before!  $500 OBO    ", i7 Dell Precision 5720 AIO Desktop Computer  -  $500  (Schaumburg)  
Computer,https://chicago.craigslist.org/nwc/sys/d/schaumburg-acer-chromebooks-for-sale/7686952762.html,Acer Chromebook R11 C738T 2in1 TOUCHSCREEN 16GHz 16GB 4GB All Chromebooks are tested to be not locked and hold battery charge ,
Computer,https://chicago.craigslist.org/nwc/sys/d/elmhurst-macbook-pro-ghz-core-i9-16gb/7693211048.html,"Hi,   I am selling Apple Macbook Pro 15”, 2019. I factory reset it, so it's like new and all accounts and data is removed. It is fully functional. It is in good condition. It is perfect for students, work, Photo editing, Video editing, Graphic Designing, Audio recording. You can come and test it out no issues.  Sticker marks on top casing    Minor Dent on the right side   Scratches on back casing   Please see all pics it’s just cosmetic ware nothing wrong with the functionality  Specs:   MacOS Ventura 13.0  2.4 GHz 8-Core Intel core i9 Processor   16 GB RAM DDR4   500 GB Storage   Intel UHD Graphics 630 1536 MB  Radeon Pro 560X 4GB VRAM  2880 x 1800 Resolution   WiFi// iMessages// FaceTime   Four USB C Ports/ 3.5mm Headphone port. If you have any questions. Please contact me. Thank you.    ",  MacBook Pro 15” 2019 2.4Ghz 8-core i9 16GB RAM 500GB 4GB V-Ram Fully  -  $650  (Elmhurst)  
Computer,https://chicago.craigslist.org/nwc/sys/d/chicago-toshiba-laptop-wireless/7692227534.html,"16"" Toshiba Laptop  Win 10 Home  i5  6GB RAM  256GB SSD  Office Software  Adobe Acrobat  Malware Bytes Pro    ", Toshiba Laptop + Wireless Logitech Keyboard and Mouse  -  $200  (Rogers Park)  
Not a Computer,https://chicago.craigslist.org/nwc/sys/d/lyons-hp-pro-ssd-monitor-new-win-11/7692139650.html,For SaleHP Pro 4000 SFF  Good condition Clean inside and out Rebuilt and  Refurbished fresh Thermal paste Cpu Ram SSD cmos batt ect  Good for Fast internet usage email light office Work at home ect  Runs Well Pc is in ready to use condition Set up for ease of use  The OS is non bloat setup as Microsoft has lost its way in recent years  Check images for more details and specs Boot time about 25 sec   Note Images are from before upgrade to 23H2  Free 20 in HP monitor if you need on a screen Image 45    Intel core 2 Duo E8500 2 cores 316 GHz 6M Cache  Intel SSD 80GB Boot Drive100 healthy  320 GB WD Blue Storage Drive no bad sectors   8 GB Ddr3 Ddr 3 in Dual Channel mode  8 USB ports4 Front4 rear on board video  Vga and Dvi and outputs Comes with a Mouse Keyboard and a power cord    New Windows 11 Pro 23H2 Oct Release Genuine Win 11  Fresh installation Optimized for snappy performance  privacy  Ad blocker and Antivirus Chrome  Firefox Browsers  The pc is Described honestly with a 30 day warranty  Im a retired pc tech and hobby guy of many years,
Not a Computer,https://chicago.craigslist.org/nwc/sys/d/tinley-park-holiday-printer-paper/7693198021.html,SONBURN II -  HOLIDAY PRINTER PAPER - 25 SHEETS  GEOGRAPHICS - HOLIDAY PRINTER PAPER - 25 SHEETS  I HAVE COMBINATION OF 10 PACKAGES  COMPUTER FRIENDLY HOLIDAY STATIONARY - 35 DOUBLE SIDED PAGES  I HAVE 2 PACKAGES   CHRISTMAS ILLUSTRATED PAGES - 8 CT. - I HAVE TWO PACKAGES  ALL PACKAGES ARE $3 EACH  PICK UP IN TINLEY PARK  , HOLIDAY  PRINTER  PAPER  -  $3  (TINLEY PARK)  
Computer,https://chicago.craigslist.org/nwc/sys/d/downers-grove-macbook-pro-13/7693189780.html,"I have upgraded 2011 13in MacBook Pro A1278 for sale. I have upgraded to 16gb DDR3 Ram and a 300GB SSD for faster response time and usage. I know that its worth at least this much in parts, so please no low ball offers. The battery works fine and holds a good 4-5 hr charge (Has 5007 mAh left of the original 6300 mAh) It does say replace soon just so your aware. This is a laptop that is cheap and can be used to surf the web or stream movies, netflix and for video editing. Its fast for its age and has good quality upgrades. Has some scuffs and scratches on the top case so not pristine but for a 2011 Mac, its in good shape. Cash Only Must Come Pickup in a public place and you can look it over, reboot it etc. First Come First Serve item. If the ad is up its still for sale. Comes a w genuine Apple Charger. Email me with other questions.  ", MacBook Pro 13  -  $150  (DG)  
Computer,https://chicago.craigslist.org/nwc/sys/d/barrington-hp-32-all-in-one-desktop/7690470476.html,"HP  32"" HP-3BD3RD7 -ALL IN ONE - Desktop computer  Model # HP-3BD3RD7  $500.00 cash  "," HP  32"" ""ALL IN ONE""   Desktop computer  -  $500  (Barrington, IL)  "
Computer,https://chicago.craigslist.org/nwc/sys/d/cary-apple-mac-mini/7684556879.html, 34000 FIRM PRICE PLEASE     Apple Late2018 Mac Mini 8 GB RAM 256 GB SSD Storage    Model MRTT2LLA    Works great  Purchased from Best Buy in 2019  Has been reset so just like new for you Some light surface marks which of course have no impact on performance  See ACTUAL photos of what is included in the listing       30GHz 6core Intel Core i5 Turbo Boost up to 41GHz   8GB of 2666MHz DDR4 SODIMM memory   256GB PCIebased SSD   Intel UHD Graphics 630   80211ac WiFi   Bluetooth 50   macOS Sonoma 14 operating system installed latest    Google search the model number above to see all detailed specs    Original power cord and box included      First come first serve CASH AND LOCAL PICKUP ONLY NO TRADES at a public place like McDonalds or Starbucks in Crystal Lake Cary or Fox River Grove NO SHIPPING NO PAYPAL Feel free to ask any additional questions  ,
Not a Computer,https://chicago.craigslist.org/nwc/sys/d/apple-iic-Computer-games-joystick/7686266159.html,"Quick Shot joystick.    Miscellaneous Apple IIc computer games listed here -       Jeopardy Official T.V. Game Show for Apple IIGS, IIc, IIe, II+, 64K, 1987.       Math Climbers grades 1-8, Addition, subtraction, multiplication, division, basic algebra.       1983 Pac-Man for Apple II.       Math Busters Learning Discovery Series math skills ages8-14 Spinnaker for Apple IIc, IIe  Floppy discs.  $100.00 for ALL.      ", APPLE IIc COMPUTER GAMES. JOYSTICK. FLOPPY DISCS.  -  $100  (Chicago)  
Not a Computer,https://chicago.craigslist.org/nwc/sys/d/aurora-nagra-studer-other-pro-decks/7692379926.html,"I would like to buy your professional reel to reel decks, including -  AMPEX ATR-100 (102, 104), MR70  STUDER A-80, A807, A810, A812  Studer A820 2-track 1/4"" or 1/2"" deck.  Stellavox  Lyrec  Nagra - 2-track decks, IV-S, Nagra T-Audio  Tascam BR20, 42, 52, ATR-60-2  Otari MTR15, MX55N, MTR10/12    I am not a generalist who purchases all stereo gear, I'm specifically passionate about reel to reel and giving these machines a second life. I have the means to restore what I purchase (though I don't take repairs from the public).    Your tape machine(s) don't need to be working. Contact me if you have a pro deck, even if it's not complete.  "," Nagra, Studer, other Pro decks wanted - Dead or alive  -  $11,111  (Chicago Metro and beyond)  "
Not a Computer,https://chicago.craigslist.org/nwc/sys/d/vernon-hills-new-verbatim-slimline/7685059047.html,"I bought this Verbatim Slimline USB Keyboard brand-new a couple years ago to have as a back-up, but I've never needed to use it.     It's still new. And has retractable tilt feet.    Just $9. Verbatim Model #99201.     Happy to answer any questions. -- Dave  ", NEW Verbatim Slimline Keyboard — Corded USB  — Mac &amp; PC  — Tilt Feet  -  $9  (Vernon Hills)  
Computer,https://chicago.craigslist.org/nwc/sys/d/round-lake-dell-g3-core-i7-173-inch/7684454165.html,"Dell G3 3779 17.3 inch Gaming laptop. In very good condition, only a small crack in plastic that doesn't affect usage, plz check pictures. Laptop was used slightly for web browsing , office work. I am not into gaming and have not used this laptop for games.  Works perfect, no issues. Can be checked completely before buying. Comes with Oem charger , original box. 350$ , cash and pickup only. No trades. Serious inquiries only plz .     Specs are Intel core i7 2.2 Ghz upto 4.1 Ghz 8750H Six-Core Cpu, 8 Gb DDR4 2666 Mhz Ram, Nvidia GeForce 1050 Ti  dedicated (4gb GDDR5 Vram) /  Integrated Intel 630 UHD graphics card, 17.3"" Full HD 1920 x 1080 IPS display , 512 Gb  Samsung M.2 SSD ,  SD/MMC Media Card Reader,  10/100/1000 Mb/s Gigabit Ethernet, HDMI | USB Type-C, 802.11ac Wi-Fi | Bluetooth 5.0,  Windows 11 Home (64-Bit).  ", Dell G3 Core i7 17.3 inch Gaming Laptop  -  $350  (Round Lake Beach)  
Computer,https://chicago.craigslist.org/nwc/sys/d/round-lake-like-new-retina-apple-imac/7692356022.html,"For sale is like new 2019 27 inch Apple iMac . The Imac has no more than 20 to 30 hours of use, in like new pristine condition. I am the original owner of the iMac. No scratches, dents or any kind of or defects. Specs are 6 Core i5 3 Ghz , 24 Gb Ram , 256gb SSD, 27 inch 5K display, AMD Radeon Pro 570x 4GB graphics card. Purchased in August 2020. Comes with original box, packing, manual, keyboard, mouse and power cable. 1200 OBO , cash and pickup only. Can be completely checked before buying . Local transaction only, no deliveries. No trades. Serious inquiries only plz .Plz include your contact number.  "," Like New 2019 27 "" 5K Retina Apple iMac Core i5 24gb Ram 256gb SSD  -  $1,200  (Round Lake Beach)  "
Computer,https://chicago.craigslist.org/nwc/sys/d/round-lake-like-new-acer-tc-gen-core-i5/7692356344.html,"For sale is Like New Acer TC 875 10 Gen Core i5 Desktop PC. In excellent condition. Box , cord keyboard and mouse included. Specs are 10th Gen Intel Core i5-10400 6-Core Processor, 8GB 2666MHz DDR4, 512GB NVMe M.2 SSD, 8X DVD, 802.11ax Wifi 6, USB 3.2 Type C, Windows 11. Computer works perfect, only the front USB A doesn't work. Can be completely checked before buying. 250$, cash and pickup only . No trades. Serious inquiries only plz.  ", Like New Acer TC 875 10 Gen Core i5 Desktop PC  -  $250  (Round Lake Beach)  
Computer,https://chicago.craigslist.org/nwc/sys/d/libertyville-new-macbook-air-13-inch-m1/7689191199.html,Unique offer $750 firm    My recycling company bought some new MacBook Air’s last year and found one that was never given out.  I decided to sell this one since we didn’t need it.    Retails at Apple for $1199 plus taxes   Brand new never touched  Box opened but factory fresh.  Never registered.    MBA 13.3 SPG/8C CPU/7C GPU/16GB/256GB/KB-US    , NEW MacBook Air 13-inch M1 16GB Space Gray  -  $750  (Libertyville)  
Computer,https://chicago.craigslist.org/nwc/sys/d/chicago-2018-macbook-pro-15/7688496513.html,"- Normal wear   - Has had dbrand skin on clamshell, bottom, and trackpad since purchase  - Includes Clamshell SSD pocket  - Wrist rest stickers  - Charger Included     No operational issues.     - 2.9 GHz 6-Core Intel Core i9 -512 SSD  - 32 GB 2400 MHz DDR4  - Radeon Pro Vega 20 Graphics Card  - Battery Condition: Normal  - macOS Sonoma 14.1.1  "," 2018 MacBook Pro 15”  -  $1,000  "
Computer,https://chicago.craigslist.org/nwc/sys/d/wheeling-2019-macbook-pro-16/7691602974.html,A beautiful Macbook Pro 16 2019 Retina display with power adapter. Fully functional. Top of the line model for this model year. Excellent battery.    Purchased at Bestbuy for over $2500.     Take a look at these impressive specifications:    Processor:  CPU Speed: 2.6GHz Intel Core i7 (4.8GHz Turbo boost)    RAM 16GB    Video:  Screen: 16-inch (diagonal) LED-backlit glossy widescreen    Intel Iris Pro + AMD RADEON Pro 5300 Graphics card.    Storage:  500GB SSD    Networking:  Airport Extreme: 802.11ac/b/g/n  Bluetooth: 5.0    Power Adapter included.    Thanks for looking.  , 2019 MacBook Pro 16  -  $560  (Palatine)  
Computer,https://chicago.craigslist.org/nwc/sys/d/palatine-lenovo-ideapad-gaming-amd/7691603100.html,Lenovo Ideapad Gaming 3. Windows 11 installed. 100% functional. Excellent battery. Lenovo warranty.    Specifications:     Ryzen 5 5600H    Ram - 8GB    15-inch FHD 120Hz display.     256GB SSD    NVIDIA GeForce RTX 3050 Ti       Meeting locally. Cash only. Serious buyers only please.     Firm Price.    Thanks for looking.  ," Lenovo IdeaPad Gaming 3 15.6'' AMD Ryzen 5, RTX 3050 Ti Warranty  -  $390  (Arlington Heights)  "
Computer,https://chicago.craigslist.org/nwc/sys/d/zion-gtx-1070-gaming-pc-with-16gb-ram/7685037851.html,Contact me on Facebook if you're interested. My name is Vaughn Hollstein  ," i7-11700, GTX 1070 Gaming PC with 16gb RAM and SSD Storage  -  $589  (Wadsworth)  "
Computer,https://chicago.craigslist.org/nwc/sys/d/zion-rtx-4070-ti-ryzen-7800x3d-32gb-ram/7689148759.html,New Built on 11182023  ,
Computer,https://chicago.craigslist.org/nwc/sys/d/zion-rtx-4060-gb-ram-ssd-storage-argb/7685038810.html,Contact me on Facebook if you're interested. Name is Vaughn Hollstein  ," RTX 4060, i7-11700, 32gb RAM, SSD Storage, ARGB Gaming PC  -  $899  (Wadsworth)  "
Not a Computer,https://chicago.craigslist.org/nwc/sys/d/riverside-dvi-cable-18-pin-single-link/7689434317.html,"Used, in good working order.    DVI-D Cable 18 Pin Single Link 6ft Male - Male Digital Video 1920x1080 4.59 Gbps    ", DVI-D Cable 18 Pin Single Link 6ft Male - Male Digital Video 1920x1080  -  $5  (Chicago Pilsen area/ North Riverside)  
Not a Computer,https://chicago.craigslist.org/nwc/sys/d/chesterton-dell-ultrasharp-u2713hm-27/7693111050.html,"Used Dell UltraSharp U2713HM computer screen w/ stand in excellent condition.  It has been idle ~5 years, so no hours on it during that time.    - 2560x1440, WLED, IPS, 178deg viewing, matte anti-glare  - 1x DisplayPort 1.2, 1x HDMI, 1x DVI, 1x VGA, 4-port USB 3.0 hub  "," Dell UltraSharp U2713HM 27"" WQHD  -  $100  (Chesterton)  "
Not a Computer,https://chicago.craigslist.org/nwc/sys/d/la-grange-logitech-b100-black-usb-wired/7682945933.html,Listing is for one Logitech B100 Black USB  Wired Mouse in Brand New Condition    Cash Venmo Zelle Paypal    Additional listings here  httpswwwebaycomstresouthlane  httpwwwbonanzacomboothsesouthlanefrefzbDWT0l  ,
